%% LaTeX2e file `perf.data'
%% generated by the `filecontents' environment
%% from source `rapport' on 2018/10/22.
%%
W P
825.576000 6739
828.286000 6891
830.933000 6782
833.545000 6544
836.187000 6295
838.816000 6003
838.907000 6634
838.996000 6842
839.085000 6761
839.175000 6498
839.267000 6123
839.357000 5685
839.447000 5219
839.536000 4750
842.148000 5832
844.745000 6422
847.363000 6714
849.994000 6789
852.596000 6668
855.246000 6512
858.004000 6410
860.622000 6072
860.714000 6687
860.803000 6883
860.893000 6793
860.985000 6522
861.086000 6132
861.179000 5690
861.267000 5224
861.355000 4755
863.984000 5855
866.598000 6455
869.212000 6726
871.812000 6761
874.433000 6671
877.047000 6470
879.693000 6250
882.297000 5952
882.388000 6577
882.477000 6783
882.566000 6707
882.663000 6445
882.755000 6071
882.845000 5638
882.935000 5177
883.025000 4713
885.697000 5879
888.310000 6471
890.923000 6737
893.497000 6736
896.035000 6564
898.638000 6396
901.274000 6206
903.955000 6015
904.056000 6621
904.154000 6812
904.246000 6728
904.340000 6462
904.439000 6084
904.532000 5647
904.624000 5181
904.718000 4713
907.374000 5857
910.007000 6480
912.642000 6765
915.560000 7143
918.076000 6802
920.673000 6537
923.294000 6265
925.910000 5963
926.002000 6606
926.091000 6818
926.181000 6745
926.271000 6486
926.362000 6111
926.453000 5677
926.543000 5215
926.633000 4746
929.297000 5890
931.900000 6468
934.520000 6744
937.164000 6820
939.767000 6686
942.421000 6526
945.040000 6262
947.655000 5956
947.746000 6588
947.835000 6794
947.924000 6718
948.014000 6460
948.106000 6086
948.196000 5653
948.287000 5191
948.376000 4726
950.994000 5825
953.609000 6442
956.243000 6748
958.868000 6806
961.483000 6699
964.124000 6522
966.763000 6286
969.378000 5989
969.469000 6613
969.558000 6815
969.647000 6734
969.737000 6472
969.828000 6094
969.918000 5657
970.009000 5195
970.098000 4726
972.795000 5915
975.418000 6503
978.104000 6842
980.779000 6912
983.398000 6767
986.014000 6537
988.612000 6242
991.232000 5957
991.324000 6593
991.413000 6806
991.501000 6729
991.592000 6471
991.683000 6096
991.785000 5659
991.876000 5197
991.970000 4728
994.597000 5836
997.249000 6485
999.900000 6788
1002.579000 6883
1005.261000 6818
1007.856000 6549
1010.433000 6227
1013.031000 5919
1013.132000 6555
1013.223000 6769
1013.308000 6697
1013.395000 6439
1013.483000 6069
1013.569000 5636
1013.656000 5178
1013.741000 4713
1016.250000 5699
1019.078000 6596
1021.572000 6691
1024.056000 6612
1026.560000 6450
1029.579000 6797
1032.261000 6519
1034.890000 6157
1034.981000 6759
1035.071000 6946
1035.161000 6851
1035.252000 6571
1035.346000 6183
1035.436000 5733
1035.526000 5258
1035.615000 4781
1038.230000 5859
1040.835000 6450
1043.461000 6738
1046.078000 6787
1048.702000 6693
1051.320000 6497
1053.935000 6242
1056.559000 5971
1056.652000 6596
1056.741000 6798
1056.832000 6718
1056.935000 6456
1057.029000 6082
1057.149000 5642
1057.245000 5180
1057.336000 4715
1059.948000 5809
1062.564000 6430
1065.183000 6713
1067.794000 6766
1070.403000 6667
1073.002000 6457
1075.611000 6205
1078.234000 5947
1078.324000 6568
1078.413000 6771
1078.503000 6691
1078.593000 6430
1078.685000 6056
1078.775000 5620
1078.866000 5159
1078.956000 4695
1081.595000 5829
1084.187000 6415
1086.803000 6707
1089.431000 6782
1092.061000 6697
1094.686000 6510
1097.331000 6287
1099.948000 5986
1100.039000 6606
1100.127000 6808
1100.216000 6724
1100.322000 6458
1100.414000 6084
1100.504000 5647
1100.595000 5181
1100.685000 4713
1103.311000 5816
1105.964000 6474
1108.588000 6754
1111.229000 6821
1113.854000 6715
1116.495000 6538
1119.479000 6684
1121.964000 6101
1122.052000 6722
1122.137000 6921
1122.230000 6834
1122.321000 6562
1122.410000 6178
1122.503000 5732
1122.594000 5261
1122.684000 4787
1125.297000 5856
1127.896000 6438
1130.519000 6726
1133.145000 6779
1135.754000 6671
1138.404000 6515
1141.009000 6242
1143.615000 5939
1143.706000 6568
1143.795000 6774
1143.883000 6698
1143.977000 6437
1144.067000 6063
1144.159000 5631
1144.255000 5170
1144.364000 4702
1147.017000 5845
1149.619000 6436
1152.216000 6697
1154.819000 6745
1157.453000 6677
1160.057000 6472
1162.665000 6220
1165.292000 5962
1165.384000 6583
1165.474000 6785
1165.563000 6705
1165.653000 6444
1165.745000 6070
1165.835000 5633
1165.925000 5172
1166.015000 4708
1168.628000 5806
1171.145000 6319
1173.663000 6541
1176.283000 6670
1178.926000 6649
1181.610000 6552
1185.797000 8058
1188.488000 7230
1188.590000 7729
1188.682000 7816
1188.778000 7627
1188.881000 7263
1188.976000 6797
1189.090000 6260
1189.194000 5729
1189.296000 5204
1192.092000 6321
1197.306000 9656
1201.784000 10879
1208.396000 13879
1211.632000 11824
1215.168000 10544
1217.889000 8567
1220.535000 7149
1220.617000 8306
1220.695000 8804
1220.773000 8857
1220.853000 8614
1221.161000 7990
1221.258000 7531
1221.350000 6997
1221.440000 6426
1223.997000 6791
1226.620000 6972
1229.309000 7027
1231.989000 6917
1234.689000 6727
1237.359000 6442
1240.025000 6135
1242.670000 5798
1242.765000 6592
1242.855000 6909
1242.945000 6902
1243.035000 6683
1243.127000 6328
1243.219000 5896
1243.310000 5432
1243.399000 4958
1246.015000 5964
1248.607000 6490
1251.254000 6770
1253.881000 6797
1256.524000 6702
1259.168000 6510
1261.860000 6313
1264.406000 5908
1264.496000 6563
1264.584000 6787
1264.672000 6721
1264.764000 6466
1264.854000 6099
1264.943000 5665
1265.032000 5203
1265.136000 4738
1267.797000 5882
1270.451000 6519
1273.002000 6692
1275.682000 6812
1278.388000 6795
1281.046000 6602
1283.707000 6322
1286.338000 6017
1286.430000 6648
1286.520000 6852
1286.610000 6774
1286.709000 6507
1286.802000 6128
1286.892000 5690
1286.982000 5223
1287.072000 4754
1289.687000 5840
1292.284000 6426
1294.972000 6786
1297.627000 6858
1300.259000 6743
1303.243000 6922
1305.870000 6530
1311.949000 10033
1312.094000 10164
1312.208000 9931
1312.298000 9477
1312.384000 8883
1312.470000 8214
1312.561000 7515
1312.763000 6781
1312.955000 6094
1317.182000 8445
1319.917000 8234
1322.579000 7840
1326.616000 8967
1329.271000 7992
1331.894000 7150
1334.548000 6491
1337.220000 5949
1337.311000 6869
1337.401000 7259
1337.491000 7286
1337.583000 7075
1337.678000 6714
1337.766000 6269
1337.854000 5785
1337.940000 5287
1341.039000 6711
1343.768000 7086
1346.457000 7165
1349.108000 7039
1351.747000 6801
1354.410000 6543
1357.051000 6228
1359.698000 5904
1359.790000 6627
1359.882000 6893
1359.973000 6854
1360.063000 6614
1360.159000 6247
1360.250000 5813
1360.342000 5347
1360.433000 4871
1363.090000 5956
1365.738000 6550
1368.350000 6773
1370.975000 6804
1373.718000 6814
1376.337000 6558
1378.966000 6281
1381.627000 6019
1381.724000 6657
1381.814000 6872
1381.904000 6797
1381.994000 6533
1382.086000 6157
1382.175000 5719
1382.267000 5252
1382.358000 4782
1385.003000 5887
1387.622000 6470
1390.246000 6746
1392.896000 6822
1395.537000 6729
1398.180000 6543
1400.799000 6271
1403.514000 6086
1403.607000 6704
1403.697000 6900
1403.786000 6814
1403.878000 6542
1403.972000 6159
1404.064000 5717
1404.154000 5246
1404.245000 4772
1406.890000 5885
1409.543000 6522
1412.239000 6853
1414.889000 6896
1417.537000 6787
1420.198000 6598
1422.851000 6341
1425.631000 6198
1425.720000 6809
1425.806000 6999
1425.890000 6903
1425.977000 6626
1426.065000 6237
1426.151000 5786
1426.238000 5310
1426.324000 4831
1428.834000 5775
1431.528000 6494
1434.108000 6716
1436.782000 6836
1439.424000 6743
1442.047000 6531
1444.666000 6263
1447.287000 5975
1447.381000 6599
1447.470000 6804
1447.557000 6727
1447.648000 6465
1447.766000 6087
1447.868000 5650
1447.958000 5188
1448.049000 4720
1450.721000 5877
1453.338000 6473
1456.216000 7036
1458.916000 7070
1461.623000 6961
1464.244000 6655
1466.899000 6372
1469.557000 6068
1469.653000 6708
1469.743000 6922
1469.833000 6846
1469.924000 6581
1470.017000 6200
1470.108000 5757
1470.199000 5285
1470.291000 4811
1472.991000 5966
1475.691000 6538
1478.266000 6734
1480.869000 6760
1483.482000 6656
1486.110000 6477
1488.813000 6320
1491.513000 6096
1491.606000 6714
1491.696000 6910
1491.785000 6824
1491.878000 6552
1491.972000 6168
1492.063000 5726
1492.155000 5255
1492.247000 4781
1494.872000 5868
1497.487000 6468
1500.098000 6734
1502.732000 6800
1505.307000 6643
1508.021000 6572
1510.676000 6333
1513.210000 5925
1513.305000 6558
1513.394000 6768
1513.468000 6699
1513.534000 6445
1513.597000 6078
1513.660000 5645
1513.722000 5183
1513.785000 4718
1516.243000 5668
1518.980000 6475
1521.640000 6796
1524.480000 7085
1526.993000 6770
1529.493000 6414
1532.037000 6107
1534.702000 5922
1534.794000 6548
1534.884000 6755
1534.973000 6679
1535.064000 6422
1535.156000 6053
1535.247000 5621
1535.338000 5164
1535.430000 4700
1538.076000 5839
1540.732000 6493
1543.406000 6819
1546.016000 6830
1548.819000 6917
1551.455000 6655
1554.060000 6327
1556.724000 6058
1556.818000 6688
1556.909000 6891
1556.997000 6808
1557.104000 6540
1557.198000 6160
1557.288000 5718
1557.379000 5251
1557.468000 4777
1560.096000 5868
1562.710000 6464
1565.321000 6730
1567.950000 6788
1570.561000 6676
1573.171000 6475
1575.803000 6246
1578.465000 6015
1578.565000 6631
1578.654000 6832
1578.743000 6747
1578.835000 6481
1578.926000 6103
1579.016000 5666
1579.106000 5200
1579.195000 4731
1581.829000 5844
1584.429000 6435
1587.045000 6719
1589.650000 6754
1592.236000 6628
1594.859000 6462
1597.465000 6210
1600.057000 5916
1600.147000 6542
1600.237000 6749
1600.325000 6674
1600.415000 6417
1600.507000 6048
1600.606000 5616
1600.696000 5159
1600.786000 4695
1603.403000 5802
1606.146000 6567
1608.780000 6823
1611.454000 6906
1614.116000 6810
1616.708000 6541
1619.299000 6237
1621.949000 5979
1622.042000 6610
1622.131000 6819
1622.220000 6742
1622.309000 6480
1622.407000 6102
1622.509000 5665
1622.600000 5203
1622.690000 4738
1625.524000 6075
1628.015000 6465
1630.578000 6668
1634.370000 8055
1637.044000 7550
1639.723000 7066
1642.372000 6600
1644.977000 6125
1645.088000 6800
1645.180000 7044
1645.269000 6983
1645.360000 6725
1645.452000 6344
1645.543000 5897
1645.633000 5418
1645.723000 4933
1648.338000 5948
1650.958000 6514
1653.583000 6768
1656.222000 6817
1658.966000 6831
1661.500000 6481
1664.281000 6297
1666.956000 6041
1667.050000 6678
1667.145000 6885
1667.235000 6806
1667.329000 6542
1667.423000 6162
1667.516000 5720
1667.608000 5253
1667.705000 4780
1670.360000 5898
1672.958000 6463
1675.592000 6752
1678.215000 6801
1686.708000 13299
1691.109000 12805
1694.338000 10893
1698.461000 10404
1698.559000 10954
1698.650000 10972
1698.741000 10640
1699.156000 9809
1699.263000 9240
1699.364000 8577
1699.459000 7876
1699.557000 7172
1702.834000 8098
1705.636000 8014
1708.410000 7764
1711.174000 7430
1713.871000 6986
1716.528000 6516
1719.229000 6137
1721.957000 5806
1722.057000 6705
1722.152000 7084
1722.241000 7112
1722.341000 6902
1722.439000 6553
1722.532000 6123
1722.629000 5646
1722.720000 5159
1725.450000 6210
1728.150000 6752
1730.949000 7088
1733.460000 6857
1736.115000 6723
1738.804000 6544
1741.474000 6279
1744.119000 5967
1744.211000 6653
1744.308000 6893
1744.399000 6836
1744.490000 6586
1744.583000 6216
1744.674000 5776
1744.765000 5307
1744.856000 4832
1747.497000 5916
1750.129000 6508
